customer_id,first_name,email,loyalty_status,total_loyalty_points,last_purchase_date,segment_id,customer_phone,customer_since
103.0,Madison,michellewilson@example.org,Bronze,3354.0,2026-01-20,REG,3427386570,2022-06-14
11.0,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,4388417855,2025-08-03
62.0,Teresa,calderonann@example.org,Bronze,3991.0,2026-01-26,HS,203122292,2024-07-04
48.0,Desiree,ncox@example.org,Bronze,4976.0,2025-12-27,HS,1477435233,2022-05-17
54.0,Justin,larry96@example.net,Silver,2056.0,2025-12-08,REG,4353141459,2023-12-05
19.0,Alicia,catherine28@example.net,Silver,608.0,2025-12-08,AR,6226046392,2026-01-10
95.0,Christopher,zachary01@example.net,Silver,954.0,2026-01-14,REG,3486556393,2021-11-03
7.0,Donna,silvabrendan@example.com,Bronze,3510.0,2025-12-22,HS,2950239913,2023-03-26
76.0,Emma,dawn52@example.org,Gold,4433.0,2026-01-28,REG,6755235833,2025-05-28
120.0,Christina,leslie56@example.net,Silver,1060.0,2026-01-06,REG,4422436488,2022-09-04
79.0,Jennifer,walkershannon@example.org,Bronze,3234.0,2026-01-20,HS,6745012709,2022-03-03
119.0,Amanda,perkinsgina@example.org,Silver,2565.0,2025-12-17,HS,3547308104,2023-09-16
33.0,James,staylor@example.org,Silver,1734.0,2026-01-11,HS,9158779032,2023-04-15
40.0,Brittany,morrisonmark@example.com,Silver,4736.0,2026-01-20,REG,5221126767,2022-12-10
79.0,Jennifer,walkershannon@example.org,Bronze,3234.0,2026-01-20,HS,9785512895,2022-03-03
64.0,Paula,rlozano@example.com,Gold,4682.0,2025-12-10,REG,1947153524,2025-07-24
47.0,Stephanie,david01@example.net,Silver,3643.0,2026-01-08,REG,1714540325,2021-04-30
78.0,Vanessa,kristin05@example.com,Gold,2869.0,2026-01-04,HS,5747357078,2023-04-08
85.0,Kevin,ssmith@example.net,Gold,1300.0,2026-01-29,REG,386228667,2025-02-15
33.0,James,staylor@example.org,Silver,1734.0,2026-01-11,HS,7494510055,2023-04-15
34.0,Amanda,taylortravis@example.org,Gold,1843.0,2026-01-23,HS,9316553839,2024-12-11
87.0,David,lowemary@example.org,Bronze,3987.0,2026-02-01,REG,1339410681,2023-02-16
115.0,Shawna,zwalker@example.org,Bronze,2205.0,2025-12-07,HS,1373706049,2021-06-06
5.0,Joshua,christopher25@example.net,Gold,1733.0,2026-01-27,REG,7849598920,2024-03-27
94.0,Zachary,donaldpaul@example.com,Bronze,4555.0,2026-02-03,REG,8756899307,2021-04-20
14.0,Brad,stewartsamuel@example.com,Gold,2327.0,2026-01-29,AR,9685256890,2025-08-14
106.0,Joshua,shawnbrown@example.org,Bronze,959.0,2026-01-26,HS,1241248126,2023-06-21
5.0,Joshua,christopher25@example.net,Gold,1733.0,2026-01-27,REG,4927567643,2024-03-27
26.0,Steven,cmills@example.net,Silver,659.0,2026-02-02,AR,1639077923,2023-12-05
79.0,Jennifer,walkershannon@example.org,Bronze,3234.0,2026-01-20,HS,2406313718,2022-03-03
102.0,Brian,xnelson@example.org,Silver,2485.0,2026-01-21,AR,935927657,2022-11-30
94.0,Zachary,donaldpaul@example.com,Bronze,4555.0,2026-02-03,REG,1257599081,2021-04-20
34.0,Amanda,taylortravis@example.org,Gold,1843.0,2026-01-23,HS,2280601229,2024-12-11
109.0,Anthony,jonathan16@example.com,Gold,815.0,2026-01-26,AR,3569181609,2025-02-18
39.0,Martin,julia84@example.com,Gold,2919.0,2025-12-07,AR,7193898219,2025-08-25
84.0,Rebecca,dillon49@example.com,Bronze,4493.0,2026-01-02,AR,37368380,2021-04-03
44.0,James,nelsonlaura@example.net,Gold,262.0,2026-01-18,HS,2064113854,2024-04-19
120.0,Christina,leslie56@example.net,Silver,1060.0,2026-01-06,REG,7255543130,2022-09-04
74.0,Eric,gharrison@example.net,Silver,2961.0,2026-01-14,REG,4500990105,2025-09-08
44.0,James,nelsonlaura@example.net,Gold,262.0,2026-01-18,HS,7117832945,2024-04-19
49.0,Sharon,patrick73@example.net,Gold,2049.0,2026-01-08,HS,874517819,2025-10-29
55.0,Madison,john15@example.net,Bronze,3170.0,2026-01-19,REG,6626055692,2025-03-03
84.0,Rebecca,dillon49@example.com,Bronze,4493.0,2026-01-02,AR,5324005510,2021-04-03
85.0,Kevin,ssmith@example.net,Gold,1300.0,2026-01-29,REG,6490187322,2025-02-15
24.0,Raymond,brittneymurphy@example.org,Bronze,2511.0,2026-01-29,AR,1536949922,2025-04-01
55.0,Madison,john15@example.net,Bronze,3170.0,2026-01-19,REG,9190443088,2025-03-03
56.0,Cynthia,jamienorris@example.org,Gold,1682.0,2026-01-11,AR,8319492384,2025-08-25
84.0,Rebecca,dillon49@example.com,Bronze,4493.0,2026-01-02,AR,6250199420,2021-04-03
11.0,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,3453551585,2025-08-03
78.0,Vanessa,kristin05@example.com,Gold,2869.0,2026-01-04,HS,7683388857,2023-04-08
91.0,Kylie,elizabeth92@example.net,Gold,4735.0,2026-01-30,AR,6336232134,2022-08-06
83.0,April,johnsonbeverly@example.org,Bronze,160.0,2025-12-18,HS,2329409058,2024-01-29
28.0,Jason,acevedoheather@example.com,Gold,1369.0,2026-01-08,REG,7656902587,2021-09-27
6.0,Gina,zmoody@example.net,Gold,4931.0,2026-01-10,REG,473427968,2022-11-23
17.0,David,irussell@example.com,Gold,1930.0,2026-01-23,REG,1765609606,2023-10-20
96.0,Jeffrey,qjones@example.com,Bronze,4565.0,2026-01-10,AR,5996695101,2023-09-20
106.0,Joshua,shawnbrown@example.org,Bronze,959.0,2026-01-26,HS,8143186698,2023-06-21
57.0,Danielle,shelleywells@example.com,Gold,2255.0,2025-12-08,AR,5558589016,2023-08-03
80.0,Billy,leelee@example.com,Gold,3791.0,2026-01-11,HS,31306398,2022-07-02
34.0,Amanda,taylortravis@example.org,Gold,1843.0,2026-01-23,HS,3598991583,2024-12-11
19.0,Alicia,catherine28@example.net,Silver,608.0,2025-12-08,AR,9355858843,2026-01-10
53.0,Elaine,zjohnson@example.net,Bronze,4090.0,2025-12-30,REG,4939199218,2024-06-11
26.0,Steven,cmills@example.net,Silver,659.0,2026-02-02,AR,87425629,2023-12-05
109.0,Anthony,jonathan16@example.com,Gold,815.0,2026-01-26,AR,8556491859,2025-02-18
120.0,Christina,leslie56@example.net,Silver,1060.0,2026-01-06,REG,9425374024,2022-09-04
62.0,Teresa,calderonann@example.org,Bronze,3991.0,2026-01-26,HS,3989796550,2024-07-04
43.0,John,bethrobinson@example.com,Bronze,3369.0,2025-12-28,AR,7938255670,2021-12-05
117.0,Jose,brian04@example.net,Bronze,1069.0,2026-01-05,HS,146712686,2024-03-03
110.0,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,1332424560,2021-11-03
27.0,Cheyenne,stephen15@example.com,Gold,2811.0,2025-12-14,REG,3543728441,2023-09-15
96.0,Jeffrey,qjones@example.com,Bronze,4565.0,2026-01-10,AR,4507379094,2023-09-20
2.0,Erin,ann03@example.com,Bronze,3474.0,2026-01-22,HS,9922203552,2021-07-10
83.0,April,johnsonbeverly@example.org,Bronze,160.0,2025-12-18,HS,2569184135,2024-01-29
16.0,Joshua,anita78@example.com,Bronze,197.0,2026-01-27,AR,6354684353,2023-05-31
89.0,Kyle,robertstracy@example.org,Bronze,1218.0,2026-01-29,AR,6472683326,2025-07-02
99.0,John,santosdanielle@example.org,Silver,1693.0,2025-12-22,HS,8855197063,2022-07-28
118.0,Angela,griffinsteven@example.org,Silver,3444.0,2026-01-21,HS,1804299621,2022-12-02
120.0,Christina,leslie56@example.net,Silver,1060.0,2026-01-06,REG,2014635665,2022-09-04
89.0,Kyle,robertstracy@example.org,Bronze,1218.0,2026-01-29,AR,8678818230,2025-07-02
101.0,Brittany,hnicholson@example.net,Gold,562.0,2026-01-26,HS,9421336329,2024-03-14
84.0,Rebecca,dillon49@example.com,Bronze,4493.0,2026-01-02,AR,2685086251,2021-04-03
108.0,Ronald,kaitlyn45@example.org,Silver,3067.0,2025-12-29,AR,9625413838,2021-05-28
81.0,Ronald,jtorres@example.org,Silver,956.0,2026-01-22,REG,7254657184,2025-01-27
22.0,Devin,stevemann@example.com,Gold,4282.0,2026-01-25,AR,246284569,2023-04-15
59.0,Vanessa,keithshane@example.com,Gold,4499.0,2025-12-21,REG,5995687244,2021-04-22
109.0,Anthony,jonathan16@example.com,Gold,815.0,2026-01-26,AR,6929526803,2025-02-18
31.0,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,2064891958,2024-03-27
3.0,James,johnthomas@example.com,Bronze,1707.0,2025-12-23,AR,1057532909,2021-09-04
45.0,Kristen,hernandezloretta@example.com,Gold,623.0,2026-01-06,HS,9257046742,2024-02-05
71.0,Christopher,usilva@example.org,Bronze,2557.0,2025-12-07,HS,3306601548,2025-05-23
92.0,Ernest,fescobar@example.org,Silver,3104.0,2026-02-01,REG,1371279725,2022-11-29
82.0,Janet,vazquezrobert@example.org,Bronze,4067.0,2025-12-09,AR,5527286496,2023-02-17
37.0,Benjamin,ymarquez@example.net,Silver,1959.0,2025-12-25,REG,4445326745,2025-11-12
60.0,Rhonda,hlee@example.org,Gold,3191.0,2025-12-21,AR,5787483627,2025-06-17
45.0,Kristen,hernandezloretta@example.com,Gold,623.0,2026-01-06,HS,9950647533,2024-02-05
15.0,Jaime,brownjohn@example.org,Silver,2931.0,2026-01-09,HS,4690986133,2024-03-25
24.0,Raymond,brittneymurphy@example.org,Bronze,2511.0,2026-01-29,AR,4856138171,2025-04-01
12.0,Juan,steven18@example.org,Bronze,766.0,2026-01-25,HS,8712131014,2024-12-20
38.0,Troy,jenniferwebster@example.net,Gold,2385.0,2025-12-12,HS,4922601492,2022-04-10
6.0,Gina,zmoody@example.net,Gold,4931.0,2026-01-10,REG,4682474878,2022-11-23
13.0,Whitney,joseph52@example.com,Silver,4389.0,2025-12-22,REG,9938451530,2024-12-27
56.0,Cynthia,jamienorris@example.org,Gold,1682.0,2026-01-11,AR,6320346596,2025-08-25
14.0,Brad,stewartsamuel@example.com,Gold,2327.0,2026-01-29,AR,2129565873,2025-08-14
19.0,Alicia,catherine28@example.net,Silver,608.0,2025-12-08,AR,4916512272,2026-01-10
31.0,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,3932339542,2024-03-27
99.0,John,santosdanielle@example.org,Silver,1693.0,2025-12-22,HS,4406825688,2022-07-28
110.0,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,2178428457,2021-11-03
78.0,Vanessa,kristin05@example.com,Gold,2869.0,2026-01-04,HS,4203408317,2023-04-08
33.0,James,staylor@example.org,Silver,1734.0,2026-01-11,HS,3762352447,2023-04-15
20.0,Ronald,stephanie53@example.net,Bronze,3272.0,2026-01-30,REG,9498634253,2024-03-29
37.0,Benjamin,ymarquez@example.net,Silver,1959.0,2025-12-25,REG,6343658736,2025-11-12
9.0,Nicholas,murphysamantha@example.net,Gold,3255.0,2026-01-01,HS,9117229807,2023-05-22
54.0,Justin,larry96@example.net,Silver,2056.0,2025-12-08,REG,6751940786,2023-12-05
105.0,Philip,micheal61@example.com,Silver,4893.0,2026-01-03,HS,4646806115,2024-03-15
56.0,Cynthia,jamienorris@example.org,Gold,1682.0,2026-01-11,AR,1816244457,2025-08-25
64.0,Paula,rlozano@example.com,Gold,4682.0,2025-12-10,REG,2650151766,2025-07-24
113.0,Scott,erinmartinez@example.com,Bronze,16.0,2025-12-19,AR,4538818761,2023-02-25
11.0,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,6606682506,2025-08-03
97.0,Kelly,mark45@example.com,Bronze,3446.0,2026-01-30,REG,6889586038,2022-12-08
60.0,Rhonda,hlee@example.org,Gold,3191.0,2025-12-21,AR,1252272032,2025-06-17
74.0,Eric,gharrison@example.net,Silver,2961.0,2026-01-14,REG,9376126003,2025-09-08
44.0,James,nelsonlaura@example.net,Gold,262.0,2026-01-18,HS,6518512443,2024-04-19
42.0,Scott,yrichardson@example.net,Gold,4061.0,2025-12-11,REG,4423052100,2021-05-02
58.0,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,7157191821,2024-03-15
110.0,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,9848193163,2021-11-03
52.0,Michelle,juanhammond@example.net,Bronze,3108.0,2025-12-22,AR,9383367173,2024-02-03
80.0,Billy,leelee@example.com,Gold,3791.0,2026-01-11,HS,4090820890,2022-07-02
118.0,Angela,griffinsteven@example.org,Silver,3444.0,2026-01-21,HS,5415785474,2022-12-02
3.0,James,johnthomas@example.com,Bronze,1707.0,2025-12-23,AR,280643823,2021-09-04
39.0,Martin,julia84@example.com,Gold,2919.0,2025-12-07,AR,2904261994,2025-08-25
107.0,Noah,kathleen44@example.org,Silver,4548.0,2025-12-26,HS,5608659062,2022-07-12
63.0,Christine,andersonashley@example.com,Gold,4723.0,2026-01-01,AR,8019453103,2023-02-21
106.0,Joshua,shawnbrown@example.org,Bronze,959.0,2026-01-26,HS,7377380923,2023-06-21
49.0,Sharon,patrick73@example.net,Gold,2049.0,2026-01-08,HS,8550643508,2025-10-29
35.0,Steven,sherry98@example.com,Bronze,488.0,2026-01-27,REG,5806521636,2021-08-22
105.0,Philip,micheal61@example.com,Silver,4893.0,2026-01-03,HS,4130155248,2024-03-15
110.0,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,5367704586,2021-11-03
70.0,Selena,lrocha@example.com,Silver,3183.0,2025-12-31,AR,3834566269,2021-09-03
89.0,Kyle,robertstracy@example.org,Bronze,1218.0,2026-01-29,AR,6613724285,2025-07-02
40.0,Brittany,morrisonmark@example.com,Silver,4736.0,2026-01-20,REG,4443912650,2022-12-10
84.0,Rebecca,dillon49@example.com,Bronze,4493.0,2026-01-02,AR,6020534902,2021-04-03
4.0,Julie,andersonstacy@example.com,Gold,2777.0,2026-01-19,HS,3659905959,2023-04-29
111.0,Jesse,jeffreyrhodes@example.org,Gold,4642.0,2026-01-20,REG,3017693245,2021-08-01
92.0,Ernest,fescobar@example.org,Silver,3104.0,2026-02-01,REG,6584654288,2022-11-29
60.0,Rhonda,hlee@example.org,Gold,3191.0,2025-12-21,AR,2130383561,2025-06-17
83.0,April,johnsonbeverly@example.org,Bronze,160.0,2025-12-18,HS,2807730245,2024-01-29
40.0,Brittany,morrisonmark@example.com,Silver,4736.0,2026-01-20,REG,9640866707,2022-12-10
79.0,Jennifer,walkershannon@example.org,Bronze,3234.0,2026-01-20,HS,2997190327,2022-03-03
95.0,Christopher,zachary01@example.net,Silver,954.0,2026-01-14,REG,8342193178,2021-11-03
21.0,Margaret,chris23@example.net,Gold,1147.0,2025-12-14,AR,1534694764,2025-09-12
101.0,Brittany,hnicholson@example.net,Gold,562.0,2026-01-26,HS,5895990308,2024-03-14
31.0,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,6968911052,2024-03-27
22.0,Devin,stevemann@example.com,Gold,4282.0,2026-01-25,AR,5463438592,2023-04-15
63.0,Christine,andersonashley@example.com,Gold,4723.0,2026-01-01,AR,3511072931,2023-02-21
86.0,Dana,sellersderrick@example.org,Silver,4911.0,2025-12-23,REG,5570031058,2023-12-02
81.0,Ronald,jtorres@example.org,Silver,956.0,2026-01-22,REG,6339122155,2025-01-27
25.0,Tim,jenniferlambert@example.net,Gold,1794.0,2025-12-25,REG,557066073,2025-04-27
48.0,Desiree,ncox@example.org,Bronze,4976.0,2025-12-27,HS,1881784090,2022-05-17
106.0,Joshua,shawnbrown@example.org,Bronze,959.0,2026-01-26,HS,8857094428,2023-06-21
116.0,Michelle,jonathanruiz@example.net,Gold,2524.0,2025-12-15,HS,5895096049,2026-01-25
77.0,Nicholas,churst@example.org,Silver,3777.0,2025-12-28,HS,3621959178,2025-10-20
86.0,Dana,sellersderrick@example.org,Silver,4911.0,2025-12-23,REG,7760255272,2023-12-02
74.0,Eric,gharrison@example.net,Silver,2961.0,2026-01-14,REG,4377175090,2025-09-08
95.0,Christopher,zachary01@example.net,Silver,954.0,2026-01-14,REG,8094999895,2021-11-03
67.0,Peter,brittneydavis@example.net,Silver,4199.0,2025-12-20,AR,7866347080,2023-10-01
116.0,Michelle,jonathanruiz@example.net,Gold,2524.0,2025-12-15,HS,719055701,2026-01-25
102.0,Brian,xnelson@example.org,Silver,2485.0,2026-01-21,AR,8379441549,2022-11-30
110.0,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,3616267044,2021-11-03
58.0,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,6971848855,2024-03-15
105.0,Philip,micheal61@example.com,Silver,4893.0,2026-01-03,HS,7920024296,2024-03-15
3.0,James,johnthomas@example.com,Bronze,1707.0,2025-12-23,AR,2304557646,2021-09-04
82.0,Janet,vazquezrobert@example.org,Bronze,4067.0,2025-12-09,AR,3231639625,2023-02-17
14.0,Brad,stewartsamuel@example.com,Gold,2327.0,2026-01-29,AR,2371050047,2025-08-14
14.0,Brad,stewartsamuel@example.com,Gold,2327.0,2026-01-29,AR,269656223,2025-08-14
58.0,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,2947145775,2024-03-15
75.0,Anthony,manuel20@example.net,Silver,4973.0,2026-02-02,AR,8065370800,2024-05-15
106.0,Joshua,shawnbrown@example.org,Bronze,959.0,2026-01-26,HS,4355243187,2023-06-21
88.0,Juan,rebeccabennett@example.com,Bronze,1527.0,2026-01-16,HS,8991411783,2022-03-13
12.0,Juan,steven18@example.org,Bronze,766.0,2026-01-25,HS,7796050532,2024-12-20
50.0,David,jasmineyork@example.com,Gold,3723.0,2026-01-11,HS,822268846,2023-11-19
84.0,Rebecca,dillon49@example.com,Bronze,4493.0,2026-01-02,AR,6237523352,2021-04-03
100.0,Ryan,christianwilliam@example.com,Gold,3436.0,2026-01-30,AR,9684826839,2021-06-15
8.0,Heather,vanessa13@example.org,Gold,202.0,2025-12-24,REG,9244098343,2025-10-20
104.0,Christopher,robert32@example.net,Bronze,225.0,2025-12-11,REG,8217083265,2022-10-08
35.0,Steven,sherry98@example.com,Bronze,488.0,2026-01-27,REG,620247742,2021-08-22
102.0,Brian,xnelson@example.org,Silver,2485.0,2026-01-21,AR,3154633216,2022-11-30
1.0,Chris,kingsteven@example.org,Gold,854.0,2026-01-15,HS,9231624243,2024-08-16
2.0,Erin,ann03@example.com,Bronze,3474.0,2026-01-22,HS,9011494227,2021-07-10
95.0,Christopher,zachary01@example.net,Silver,954.0,2026-01-14,REG,5707746678,2021-11-03
57.0,Danielle,shelleywells@example.com,Gold,2255.0,2025-12-08,AR,5052423057,2023-08-03
54.0,Justin,larry96@example.net,Silver,2056.0,2025-12-08,REG,5979931238,2023-12-05
115.0,Shawna,zwalker@example.org,Bronze,2205.0,2025-12-07,HS,9714698443,2021-06-06
35.0,Steven,sherry98@example.com,Bronze,488.0,2026-01-27,REG,4140992010,2021-08-22
76.0,Emma,dawn52@example.org,Gold,4433.0,2026-01-28,REG,7323347531,2025-05-28
12.0,Juan,steven18@example.org,Bronze,766.0,2026-01-25,HS,1866062088,2024-12-20
55.0,Madison,john15@example.net,Bronze,3170.0,2026-01-19,REG,5199024095,2025-03-03
51.0,Leslie,whitetammy@example.com,Gold,4548.0,2026-01-20,AR,4214784917,2025-07-31
85.0,Kevin,ssmith@example.net,Gold,1300.0,2026-01-29,REG,7514889956,2025-02-15
11.0,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,4220050258,2025-08-03
103.0,Madison,michellewilson@example.org,Bronze,3354.0,2026-01-20,REG,6562620835,2022-06-14
85.0,Kevin,ssmith@example.net,Gold,1300.0,2026-01-29,REG,9114345346,2025-02-15
36.0,Maria,dcox@example.org,Bronze,2976.0,2026-01-05,AR,426845558,2022-06-25
19.0,Alicia,catherine28@example.net,Silver,608.0,2025-12-08,AR,5909858206,2026-01-10
108.0,Ronald,kaitlyn45@example.org,Silver,3067.0,2025-12-29,AR,5382619871,2021-05-28
103.0,Madison,michellewilson@example.org,Bronze,3354.0,2026-01-20,REG,2102742917,2022-06-14
77.0,Nicholas,churst@example.org,Silver,3777.0,2025-12-28,HS,6232855087,2025-10-20
23.0,Derrick,bbryant@example.net,Silver,3397.0,2026-01-15,REG,8237103645,2024-12-07
18.0,Jacob,alexis79@example.net,Bronze,3582.0,2025-12-10,AR,8890900000,2024-05-08
48.0,Desiree,ncox@example.org,Bronze,4976.0,2025-12-27,HS,7414229127,2022-05-17
92.0,Ernest,fescobar@example.org,Silver,3104.0,2026-02-01,REG,7316288191,2022-11-29
113.0,Scott,erinmartinez@example.com,Bronze,16.0,2025-12-19,AR,3455521845,2023-02-25
86.0,Dana,sellersderrick@example.org,Silver,4911.0,2025-12-23,REG,4945554667,2023-12-02
77.0,Nicholas,churst@example.org,Silver,3777.0,2025-12-28,HS,1577679921,2025-10-20
44.0,James,nelsonlaura@example.net,Gold,262.0,2026-01-18,HS,2577985619,2024-04-19
67.0,Peter,brittneydavis@example.net,Silver,4199.0,2025-12-20,AR,8893595116,2023-10-01
16.0,Joshua,anita78@example.com,Bronze,197.0,2026-01-27,AR,6594893610,2023-05-31
9.0,Nicholas,murphysamantha@example.net,Gold,3255.0,2026-01-01,HS,1804818986,2023-05-22
58.0,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,2770815577,2024-03-15
73.0,John,justin13@example.org,Silver,2200.0,2026-01-21,AR,9347199427,2024-04-07
51.0,Leslie,whitetammy@example.com,Gold,4548.0,2026-01-20,AR,7046873114,2025-07-31
106.0,Joshua,shawnbrown@example.org,Bronze,959.0,2026-01-26,HS,4659168803,2023-06-21
31.0,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,7571954458,2024-03-27
111.0,Jesse,jeffreyrhodes@example.org,Gold,4642.0,2026-01-20,REG,909985465,2021-08-01
9.0,Nicholas,murphysamantha@example.net,Gold,3255.0,2026-01-01,HS,7415499929,2023-05-22
115.0,Shawna,zwalker@example.org,Bronze,2205.0,2025-12-07,HS,4640139250,2021-06-06
13.0,Whitney,joseph52@example.com,Silver,4389.0,2025-12-22,REG,973991618,2024-12-27
97.0,Kelly,mark45@example.com,Bronze,3446.0,2026-01-30,REG,7201130404,2022-12-08
96.0,Jeffrey,qjones@example.com,Bronze,4565.0,2026-01-10,AR,1794215991,2023-09-20
110.0,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,5039379775,2021-11-03
60.0,Rhonda,hlee@example.org,Gold,3191.0,2025-12-21,AR,4004381666,2025-06-17
45.0,Kristen,hernandezloretta@example.com,Gold,623.0,2026-01-06,HS,2643827953,2024-02-05
7.0,Donna,silvabrendan@example.com,Bronze,3510.0,2025-12-22,HS,160306330,2023-03-26
59.0,Vanessa,keithshane@example.com,Gold,4499.0,2025-12-21,REG,1491704968,2021-04-22
116.0,Michelle,jonathanruiz@example.net,Gold,2524.0,2025-12-15,HS,2952293040,2026-01-25
64.0,Paula,rlozano@example.com,Gold,4682.0,2025-12-10,REG,942452071,2025-07-24
91.0,Kylie,elizabeth92@example.net,Gold,4735.0,2026-01-30,AR,6386544566,2022-08-06
90.0,Kim,regina34@example.net,Gold,4496.0,2026-01-30,AR,7532522122,2021-07-16
46.0,John,morganmcintyre@example.net,Silver,1016.0,2026-01-15,AR,5251512447,2022-06-21
86.0,Dana,sellersderrick@example.org,Silver,4911.0,2025-12-23,REG,8811615056,2023-12-02
42.0,Scott,yrichardson@example.net,Gold,4061.0,2025-12-11,REG,5769340684,2021-05-02
92.0,Ernest,fescobar@example.org,Silver,3104.0,2026-02-01,REG,6430552964,2022-11-29
