line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount,customer_id,store_id,transaction_date,total_amount,customer_phone_x,product_name,product_category,unit_price,current_stock_level,first_name,email,loyalty_status,total_loyalty_points,last_purchase_date,segment_id,customer_phone_y,customer_since,store_name,store_city,store_region,opening_date,promotion_name,start_date,end_date,discount_percentage,applicable_category,error_reason
315,TXN100097,6,3.0,1,1205.21,103.0,2,2026-01-28 08:11:01.548453,-1075.74,797428875,Daughter,Apparel,1205.21,475,Madison,michellewilson@example.org,Bronze,3354.0,2026-01-20,REG,8908973137.0,2022-06-14,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Next Sale,2026-01-23,2026-02-09,23.25,ALL,Total amount is Negative or NULL
316,TXN100097,14,4.0,1,644.0,103.0,2,2026-01-28 08:11:01.548453,-1075.74,797428875,Consider,Apparel,644.0,768,Madison,michellewilson@example.org,Bronze,3354.0,2026-01-20,REG,8908973137.0,2022-06-14,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics,Total amount is Negative or NULL
382,TXN100117,19,,1,1015.59,75.0,4,2026-02-02 08:11:01.553822,-2865.52,4686406937,Security,Electronics,1015.59,941,Anthony,manuel20@example.net,Silver,4973.0,2026-02-02,AR,1332670868.0,2024-05-15,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
383,TXN100117,17,2.0,3,2724.9,75.0,4,2026-02-02 08:11:01.553822,-2865.52,4686406937,Ask,Home,908.3,72,Anthony,manuel20@example.net,Silver,4973.0,2026-02-02,AR,1332670868.0,2024-05-15,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Full Sale,2026-01-19,2026-02-17,15.89,Beauty,Total amount is Negative or NULL
399,TXN100123,1,,2,1528.82,31.0,2,2026-02-01 08:11:01.554178,-1076.87,9973525094,Guy,Home,764.41,977,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,100711157.0,2024-03-27,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
400,TXN100123,16,,2,2768.5,31.0,2,2026-02-01 08:11:01.554178,-1076.87,9973525094,Summer,Apparel,1384.25,898,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,100711157.0,2024-03-27,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
401,TXN100123,18,3.0,3,863.91,31.0,2,2026-02-01 08:11:01.554178,-1076.87,9973525094,Process,Beauty,287.97,811,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,100711157.0,2024-03-27,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Next Sale,2026-01-23,2026-02-09,23.25,ALL,Total amount is Negative or NULL
402,TXN100123,5,,4,4211.04,31.0,2,2026-02-01 08:11:01.554178,-1076.87,9973525094,Least,Beauty,1052.76,290,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,100711157.0,2024-03-27,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
403,TXN100123,26,4.0,1,1116.09,31.0,2,2026-02-01 08:11:01.554178,-1076.87,9973525094,Well,Grocery,1116.09,176,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,100711157.0,2024-03-27,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics,Total amount is Negative or NULL
662,TXN100205,4,3.0,2,878.72,58.0,4,2026-01-31 08:11:01.568981,-1351.1,2897798338,Offer,Beauty,439.36,835,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,8579850143.0,2024-03-15,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Next Sale,2026-01-23,2026-02-09,23.25,ALL,Total amount is Negative or NULL
663,TXN100205,10,,1,176.85,58.0,4,2026-01-31 08:11:01.568981,-1351.1,2897798338,Without,Beauty,176.85,721,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,8579850143.0,2024-03-15,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
689,TXN100214,29,4.0,1,1561.51,115.0,4,2026-02-04 08:11:01.569477,-3174.54,2304127332,Ground,Home,1561.51,84,Shawna,zwalker@example.org,Bronze,2205.0,2025-12-07,HS,1375020418.0,2021-06-06,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics,Total amount is Negative or NULL
690,TXN100214,10,,4,707.4,115.0,4,2026-02-04 08:11:01.569477,-3174.54,2304127332,Without,Beauty,176.85,721,Shawna,zwalker@example.org,Bronze,2205.0,2025-12-07,HS,1375020418.0,2021-06-06,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
691,TXN100214,24,,2,1315.68,115.0,4,2026-02-04 08:11:01.569477,-3174.54,2304127332,Technology,Electronics,657.84,512,Shawna,zwalker@example.org,Bronze,2205.0,2025-12-07,HS,1375020418.0,2021-06-06,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
692,TXN100214,29,,1,1561.51,115.0,4,2026-02-04 08:11:01.569477,-3174.54,2304127332,Ground,Home,1561.51,84,Shawna,zwalker@example.org,Bronze,2205.0,2025-12-07,HS,1375020418.0,2021-06-06,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
693,TXN100214,11,,2,3800.66,115.0,4,2026-02-04 08:11:01.569477,-3174.54,2304127332,Tough,Home,1900.33,315,Shawna,zwalker@example.org,Bronze,2205.0,2025-12-07,HS,1375020418.0,2021-06-06,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
715,TXN100221,2,5.0,1,939.34,11.0,5,2026-02-03 08:11:01.576047,-3974.34,829083410,Throughout,Beauty,939.34,289,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,8215339509.0,2025-08-03,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,Result Sale,2026-01-12,2026-02-06,19.15,Beauty,Total amount is Negative or NULL
716,TXN100221,9,,4,1530.08,11.0,5,2026-02-03 08:11:01.576047,-3974.34,829083410,Little,Grocery,382.52,271,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,8215339509.0,2025-08-03,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,,Total amount is Negative or NULL
717,TXN100221,5,5.0,1,1052.76,11.0,5,2026-02-03 08:11:01.576047,-3974.34,829083410,Least,Beauty,1052.76,290,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,8215339509.0,2025-08-03,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,Result Sale,2026-01-12,2026-02-06,19.15,Beauty,Total amount is Negative or NULL
718,TXN100221,27,,3,1231.41,11.0,5,2026-02-03 08:11:01.576047,-3974.34,829083410,Ball,Grocery,410.47,34,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,8215339509.0,2025-08-03,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,,Total amount is Negative or NULL
791,TXN100244,30,,1,1882.02,58.0,4,2026-01-29 08:11:01.577361,-3252.37,9934492072,Send,Home,1882.02,876,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,8579850143.0,2024-03-15,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
792,TXN100244,11,5.0,4,7601.32,58.0,4,2026-01-29 08:11:01.577361,-3252.37,9934492072,Tough,Home,1900.33,315,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,8579850143.0,2024-03-15,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Result Sale,2026-01-12,2026-02-06,19.15,Beauty,Total amount is Negative or NULL
793,TXN100244,24,,4,2631.36,58.0,4,2026-01-29 08:11:01.577361,-3252.37,9934492072,Technology,Electronics,657.84,512,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,8579850143.0,2024-03-15,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
794,TXN100244,4,5.0,4,1757.44,58.0,4,2026-01-29 08:11:01.577361,-3252.37,9934492072,Offer,Beauty,439.36,835,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,8579850143.0,2024-03-15,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Result Sale,2026-01-12,2026-02-06,19.15,Beauty,Total amount is Negative or NULL
851,TXN100262,5,,1,1052.76,,4,2026-02-03 08:11:01.584657,988.89,7236728124,Least,Beauty,1052.76,290,,,,,,,,,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,customer_id is NULL
852,TXN100262,25,4.0,2,2128.26,,4,2026-02-03 08:11:01.584657,988.89,7236728124,Money,Electronics,1064.13,60,,,,,,,,,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics,customer_id is NULL
853,TXN100262,26,,3,3348.27,,4,2026-02-03 08:11:01.584657,988.89,7236728124,Well,Grocery,1116.09,176,,,,,,,,,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,customer_id is NULL
854,TXN100262,13,,2,3252.74,,4,2026-02-03 08:11:01.584657,988.89,7236728124,Approach,Beauty,1626.37,739,,,,,,,,,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,customer_id is NULL
876,TXN100271,29,3.0,4,6246.04,,2,2026-01-31 08:11:01.585310,1101.67,4613759242,Ground,Home,1561.51,84,,,,,,,,,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Next Sale,2026-01-23,2026-02-09,23.25,ALL,customer_id is NULL
877,TXN100272,8,2.0,4,4938.84,37.0,4,2026-02-02 08:11:01.585363,-1707.8,7625482037,Weight,Grocery,1234.71,746,Benjamin,ymarquez@example.net,Silver,1959.0,2025-12-25,REG,4854018154.0,2025-11-12,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Full Sale,2026-01-19,2026-02-17,15.89,Beauty,Total amount is Negative or NULL
878,TXN100272,13,,2,3252.74,37.0,4,2026-02-02 08:11:01.585363,-1707.8,7625482037,Approach,Beauty,1626.37,739,Benjamin,ymarquez@example.net,Silver,1959.0,2025-12-25,REG,4854018154.0,2025-11-12,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
879,TXN100272,29,,3,4684.53,37.0,4,2026-02-02 08:11:01.585363,-1707.8,7625482037,Ground,Home,1561.51,84,Benjamin,ymarquez@example.net,Silver,1959.0,2025-12-25,REG,4854018154.0,2025-11-12,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
880,TXN100272,25,3.0,4,4256.52,37.0,4,2026-02-02 08:11:01.585363,-1707.8,7625482037,Money,Electronics,1064.13,60,Benjamin,ymarquez@example.net,Silver,1959.0,2025-12-25,REG,4854018154.0,2025-11-12,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Next Sale,2026-01-23,2026-02-09,23.25,ALL,Total amount is Negative or NULL
1025,TXN100319,4,5.0,1,439.36,113.0,1,2026-01-29 08:11:01.600567,-1812.97,4324957992,Offer,Beauty,439.36,835,Scott,erinmartinez@example.com,Bronze,16.0,2025-12-19,AR,8758955293.0,2023-02-25,Wood-Davis Store,Snyderport,Georgia,2024-04-15,Result Sale,2026-01-12,2026-02-06,19.15,Beauty,Total amount is Negative or NULL
1026,TXN100319,28,,2,3881.38,113.0,1,2026-01-29 08:11:01.600567,-1812.97,4324957992,Loss,Apparel,1940.69,832,Scott,erinmartinez@example.com,Bronze,16.0,2025-12-19,AR,8758955293.0,2023-02-25,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,,Total amount is Negative or NULL
1136,TXN100352,8,4.0,1,1234.71,49.0,2,2026-01-28 08:11:01.608603,-4752.39,662969700,Weight,Grocery,1234.71,746,Sharon,patrick73@example.net,Gold,2049.0,2026-01-08,HS,6973185560.0,2025-10-29,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics,Total amount is Negative or NULL
1137,TXN100352,4,2.0,1,439.36,49.0,2,2026-01-28 08:11:01.608603,-4752.39,662969700,Offer,Beauty,439.36,835,Sharon,patrick73@example.net,Gold,2049.0,2026-01-08,HS,6973185560.0,2025-10-29,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Full Sale,2026-01-19,2026-02-17,15.89,Beauty,Total amount is Negative or NULL
1138,TXN100352,12,,3,5798.94,49.0,2,2026-01-28 08:11:01.608603,-4752.39,662969700,Hour,Grocery,1932.98,744,Sharon,patrick73@example.net,Gold,2049.0,2026-01-08,HS,6973185560.0,2025-10-29,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
1356,TXN100423,28,3.0,1,1940.69,87.0,5,2026-02-02 08:11:01.625092,-3876.75,3232435263,Loss,Apparel,1940.69,832,David,lowemary@example.org,Bronze,3987.0,2026-02-01,REG,1202509158.0,2023-02-16,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,Next Sale,2026-01-23,2026-02-09,23.25,ALL,Total amount is Negative or NULL
1357,TXN100423,2,,2,1878.68,87.0,5,2026-02-02 08:11:01.625092,-3876.75,3232435263,Throughout,Beauty,939.34,289,David,lowemary@example.org,Bronze,3987.0,2026-02-01,REG,1202509158.0,2023-02-16,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,,Total amount is Negative or NULL
1392,TXN100437,19,,3,3046.77,41.0,4,2026-02-01 08:11:01.632094,-4685.54,8576803643,Security,Electronics,1015.59,941,Thomas,bmartinez@example.net,Gold,1802.0,2025-12-15,AR,3590597423.0,2022-07-02,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
1393,TXN100437,21,,1,1823.17,41.0,4,2026-02-01 08:11:01.632094,-4685.54,8576803643,Draw,Apparel,1823.17,783,Thomas,bmartinez@example.net,Gold,1802.0,2025-12-15,AR,3590597423.0,2022-07-02,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
1394,TXN100437,22,,3,1663.86,41.0,4,2026-02-01 08:11:01.632094,-4685.54,8576803643,Raise,Beauty,554.62,207,Thomas,bmartinez@example.net,Gold,1802.0,2025-12-15,AR,3590597423.0,2022-07-02,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
1395,TXN100437,6,,3,3615.63,41.0,4,2026-02-01 08:11:01.632094,-4685.54,8576803643,Daughter,Apparel,1205.21,475,Thomas,bmartinez@example.net,Gold,1802.0,2025-12-15,AR,3590597423.0,2022-07-02,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
1442,TXN100452,23,,1,1341.92,50.0,2,2026-02-03 08:11:01.632810,-1346.84,8456540313,Process,Home,1341.92,399,David,jasmineyork@example.com,Gold,3723.0,2026-01-11,HS,2587114127.0,2023-11-19,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
1443,TXN100452,14,,4,2576.0,50.0,2,2026-02-03 08:11:01.632810,-1346.84,8456540313,Consider,Apparel,644.0,768,David,jasmineyork@example.com,Gold,3723.0,2026-01-11,HS,2587114127.0,2023-11-19,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
1444,TXN100452,25,,3,3192.39,50.0,2,2026-02-03 08:11:01.632810,-1346.84,8456540313,Money,Electronics,1064.13,60,David,jasmineyork@example.com,Gold,3723.0,2026-01-11,HS,2587114127.0,2023-11-19,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
1578,TXN100496,15,,4,961.84,84.0,5,2026-01-29 08:11:01.641512,-2490.49,4977247272,Tell,Home,240.46,357,Rebecca,dillon49@example.com,Bronze,4493.0,2026-01-02,AR,2431511743.0,2021-04-03,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,,Total amount is Negative or NULL
1579,TXN100496,5,,3,3158.28,84.0,5,2026-01-29 08:11:01.641512,-2490.49,4977247272,Least,Beauty,1052.76,290,Rebecca,dillon49@example.com,Bronze,4493.0,2026-01-02,AR,2431511743.0,2021-04-03,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,,Total amount is Negative or NULL
1580,TXN100496,21,1.0,4,7292.68,84.0,5,2026-01-29 08:11:01.641512,-2490.49,4977247272,Draw,Apparel,1823.17,783,Rebecca,dillon49@example.com,Bronze,4493.0,2026-01-02,AR,2431511743.0,2021-04-03,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,Deep Sale,2026-01-06,2026-02-08,21.43,Grocery,Total amount is Negative or NULL
1581,TXN100496,10,3.0,1,176.85,84.0,5,2026-01-29 08:11:01.641512,-2490.49,4977247272,Without,Beauty,176.85,721,Rebecca,dillon49@example.com,Bronze,4493.0,2026-01-02,AR,2431511743.0,2021-04-03,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,Next Sale,2026-01-23,2026-02-09,23.25,ALL,Total amount is Negative or NULL
1664,TXN100519,11,,1,1900.33,46.0,3,2026-01-28 08:11:01.643785,-622.1,8070093333,Tough,Home,1900.33,315,John,morganmcintyre@example.net,Silver,1016.0,2026-01-15,AR,9551953222.0,2022-06-21,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,,Total amount is Negative or NULL
1695,TXN100529,1,,1,764.41,13.0,4,2026-01-30 08:11:01.644439,-763.9,1398661767,Guy,Home,764.41,977,Whitney,joseph52@example.com,Silver,4389.0,2025-12-22,REG,5432282852.0,2024-12-27,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
1696,TXN100529,4,,3,1318.08,13.0,4,2026-01-30 08:11:01.644439,-763.9,1398661767,Offer,Beauty,439.36,835,Whitney,joseph52@example.com,Silver,4389.0,2025-12-22,REG,5432282852.0,2024-12-27,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
1697,TXN100529,10,,2,353.7,13.0,4,2026-01-30 08:11:01.644439,-763.9,1398661767,Without,Beauty,176.85,721,Whitney,joseph52@example.com,Silver,4389.0,2025-12-22,REG,5432282852.0,2024-12-27,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
1698,TXN100529,1,,3,2293.23,13.0,4,2026-01-30 08:11:01.644439,-763.9,1398661767,Guy,Home,764.41,977,Whitney,joseph52@example.com,Silver,4389.0,2025-12-22,REG,5432282852.0,2024-12-27,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
1718,TXN100537,6,5.0,1,1205.21,87.0,4,2026-02-01 08:11:01.649990,-3861.33,9263373810,Daughter,Apparel,1205.21,475,David,lowemary@example.org,Bronze,3987.0,2026-02-01,REG,1202509158.0,2023-02-16,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Result Sale,2026-01-12,2026-02-06,19.15,Beauty,Total amount is Negative or NULL
1719,TXN100537,2,4.0,2,1878.68,87.0,4,2026-02-01 08:11:01.649990,-3861.33,9263373810,Throughout,Beauty,939.34,289,David,lowemary@example.org,Bronze,3987.0,2026-02-01,REG,1202509158.0,2023-02-16,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics,Total amount is Negative or NULL
1720,TXN100537,29,,1,1561.51,87.0,4,2026-02-01 08:11:01.649990,-3861.33,9263373810,Ground,Home,1561.51,84,David,lowemary@example.org,Bronze,3987.0,2026-02-01,REG,1202509158.0,2023-02-16,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
1743,TXN100545,16,,1,1384.25,101.0,3,2026-02-01 08:11:01.650411,-2209.23,5528396530,Summer,Apparel,1384.25,898,Brittany,hnicholson@example.net,Gold,562.0,2026-01-26,HS,4477873367.0,2024-03-14,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,,Total amount is Negative or NULL
